0:8:b9:18:54:e3,1,0,0,0,0,0,0,0,0,0
fc:52:8d:5e:8c:c1,8,42517,37823,4694,6582,1672,4910,18203,996,17207
e0:ca:94:85:82:79,8,39464,34335,5129,10461,5225,5236,17413,552,16861
e0:ca:94:85:82:70,1,0,0,0,0,0,0,0,0,0
8:eb:74:bc:b:c0,8,38953,33867,5086,10805,5499,5306,17792,932,16860
8:eb:74:bc:c:a4,8,39740,34836,4904,9656,4504,5152,18073,874,17199
fc:52:8d:5e:95:4c,8,39250,34548,4702,8900,3875,5025,18273,981,17292
fc:52:8d:5e:88:65,8,41428,36821,4607,6903,1918,4985,18459,1256,17203
fc:52:8d:5e:8f:fd,8,38475,33757,4718,9955,4983,4972,18254,986,17268
fc:52:8d:5e:90:2a,8,42358,37326,5032,7085,1935,5150,17741,831,16910
fc:52:8d:5e:8c:94,8,42420,37639,4781,6603,1494,5109,17676,775,16901
fc:52:8d:5e:8c:79,8,41592,36968,4624,6909,2009,4900,18374,1064,17310
fc:52:8d:5e:8c:af,8,40873,36341,4532,6853,2066,4787,18593,1153,17440
fc:52:8d:5e:8c:28,8,38355,33733,4622,9691,4817,4874,18297,1045,17252
fc:52:8d:5e:88:2,8,40641,35848,4793,7559,2607,4952,18175,1005,17170
8:eb:74:bc:c:8c,8,38165,33416,4749,10342,5444,4898,18397,953,17444
8:eb:74:bc:b:d8,8,40205,35330,4875,8860,3782,5078,18259,1066,17193
8:eb:74:bc:b:b4,8,39719,34782,4937,9249,3976,5273,18423,1272,17151
e0:ca:94:85:82:82,8,39156,34088,5068,9142,4228,4914,17989,893,17096
8:eb:74:bc:c:8,8,41510,36566,4944,6963,1715,5248,18068,1069,16999
fc:4a:e9:9:ee:e3,8,40421,35578,4843,7011,1955,5056,18106,1020,17086
fc:4a:e9:9:ee:b6,8,39585,34860,4725,7515,2437,5078,18304,1043,17261
fc:4a:e9:9:ee:b3,8,38206,33511,4695,8903,3924,4979,18332,1047,17285
fc:4a:e9:9:ee:bf,8,41191,36332,4859,6849,1825,5024,18020,872,17148
fc:4a:e9:9:ee:ad,8,40411,35574,4837,7008,1917,5091,18156,1156,17000
8:eb:74:bc:c:b0,8,40271,35470,4801,8023,2955,5068,18150,922,17228
dc:ef:9:ff:5d:b0,8,38249,33339,4910,9573,4579,4994,18176,988,17188
dc:ef:9:ff:5e:20,8,41294,36425,4869,6701,1632,5069,17946,841,17105
dc:ef:9:ff:5d:90,8,40221,34969,5252,8448,3144,5304,17610,965,16645
dc:ef:9:ff:5d:70,8,39967,35246,4721,7764,2703,5061,18329,1035,17294
fc:4a:e9:9:ee:fb,8,40449,35559,4890,6825,1761,5064,18264,1127,17137
8:eb:74:bc:c:98,8,40350,35439,4911,7887,2752,5135,17906,836,17070
8:eb:74:bc:c:14,8,39719,34949,4770,8255,3174,5081,18496,1094,17402
e0:ca:94:85:79:67,1,0,0,0,0,0,0,0,0,0
